material,process,sub_process,power,velocity,hatch_spacing,melt_pool_depth,melt_pool_width,melt_pool_length,depth_over_length,depth_over_width,length_over_width,energy_joules_over_mm,energy_joules_over_mm_cubed,layer_thickness,beam_diameter,absorption_coefficient,absorption_coefficient_2,density,specific_heat_capacity,k,melting_temperature,minimal_absorptivity,melt_pool_shape,spatter,weight_percent_Y,weight_percent_Zn,weight_percent_Mg,weight_percent_Si,weight_percent_Al,weight_percent_Sn,weight_percent_Zr,weight_percent_W,weight_percent_Ti,weight_percent_V,weight_percent_Co,weight_percent_Cu,weight_percent_Ta,weight_percent_Nb,weight_percent_Ni,weight_percent_Cr,weight_percent_Fe,weight_percent_Mn,weight_percent_Mo,D10,D50,D90,paper_id,paper_url,porosity,relative_density,comments,
IN625,PBF,SLM,345,1060,214,100,214,963,2.5,0.4672897196,4.5,0.3254716981,38,40,50,,0.7263262444,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/49,,,,1320
IN625,PBF,SLM,345,1060,143,100,214.5,965.25,2.5,0.4662004662,4.5,0.3254716981,57,40,50,,0.7296783491,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/50,,,,1320
IN625,PBF,SLM,345,1060,122,100,214.72,966.24,2.5,0.4657228018,4.5,0.3254716981,66.8,40,50,,0.7311557195,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/51,,,,1320
IN625,PBF,SLM,345,1060,107,100,214,963,2.5,0.4672897196,4.5,0.3254716981,75.9,40,50,,0.7263262444,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/52,,,,1320
IN625,PBF,SLM,345,1060,86,100,215,967.5,2.5,0.4651162791,4.5,0.3254716981,94.9,40,50,,0.7330381697,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/53,,,,1320
IN625,PBF,SLM,345,1060,71,100,213,958.5,2.5,0.4694835681,4.5,0.3254716981,113.9,40,50,,0.7196451831,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/54,,,,1320
IN625,PBF,SLM,350,800,469,120,234.5,914.55,3,0.5117270789,3.9,0.4375,23.3,40,50,,0.6524840129,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/55,,,,1320
IN625,PBF,SLM,350,800,235,120,235,916.5,3,0.5106382979,3.9,0.4375,46.6,40,50,,0.6552241839,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/56,,,,1320
IN625,PBF,SLM,350,800,156,120,234,912.6,3,0.5128205128,3.9,0.4375,69.9,40,50,,0.6497495821,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/57,,,,1320
IN625,PBF,SLM,350,800,133,120,234.08,912.912,3,0.5126452495,3.9,0.4375,82,40,50,,0.6501867053,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/58,,,,1320
IN625,PBF,SLM,350,800,117,120,234,912.6,3,0.5128205128,3.9,0.4375,93.2,40,50,,0.6497495821,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/59,,,,1320
IN625,PBF,SLM,350,800,94,120,235,916.5,3,0.5106382979,3.9,0.4375,116.5,40,50,,0.6552241839,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/60,,,,1320
IN625,PBF,SLM,340,560,551,140,275.5,936.7,3.5,0.5081669691,3.4,0.6071428571,27.5,40,50,,0.6535031731,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/61,,,,1320
IN625,PBF,SLM,340,560,276,140,276,938.4,3.5,0.5072463768,3.4,0.6071428571,55.1,40,50,,0.6558308289,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/62,,,,1320
IN625,PBF,SLM,340,560,184,140,276,938.4,3.5,0.5072463768,3.4,0.6071428571,82.6,40,50,,0.6558308289,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/63,,,,1320
IN625,PBF,SLM,340,560,157,140,276.32,939.488,3.5,0.5066589461,3.4,0.6071428571,97,40,50,,0.6573226993,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/64,,,,1320
IN625,PBF,SLM,340,560,138,140,276,938.4,3.5,0.5072463768,3.4,0.6071428571,110.2,40,50,,0.6558308289,8442,429,9.8,1593,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,65,21,0,0,9,,,,6,https://www.mdpi.com/2504-4494/3/1/65,,,,1320
TiC/Inconel 718,PBF,SLM,75,100,50,28,35,50,0.56,0.8,1.428571429,0.75,300,50,70,0.7043365891,0.03714833558,7377.5,407.25,13.25,2015,0.178,LOF,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307349,,,,1742
TiC/Inconel 718,PBF,SLM,100,100,50,53,80,90,1.06,0.6625,1.125,1,400,50,70,0.9391931677,0.08355273314,7377.5,407.25,13.25,2015,0.178,LOF,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307350,,,,1742
TiC/Inconel 718,PBF,SLM,125,100,50,68,110,120,1.36,0.6181818182,1.090909091,1.25,500,50,70,1.173972031,0.106479246,7377.5,407.25,13.25,2015,0.178,,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307351,,,,1742
TiC/Inconel 718,PBF,SLM,150,100,50,86,212,217,1.72,0.4056603774,1.023584906,1.5,600,50,70,1.408750894,0.2505799215,7377.5,407.25,13.25,2015,0.178,,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307352,,,,1742
TiC/Inconel 718,PBF,SLM,125,50,50,92,215,240,1.84,0.4279069767,1.11627907,2.5,1000,50,70,2.347866346,0.2057451805,7377.5,407.25,13.25,2015,0.178,,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307353,,,,1742
TiC/Inconel 718,PBF,SLM,125,100,50,68,109,120,1.36,0.623853211,1.100917431,1.25,500,50,70,1.173972031,0.1050299604,7377.5,407.25,13.25,2015,0.178,,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307354,,,,1742
TiC/Inconel 718,PBF,SLM,125,200,50,58,91,102,1.16,0.6373626374,1.120879121,0.625,250,50,70,0.5869860153,0.1170179101,7377.5,407.25,13.25,2015,0.178,balling,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307355,,,,1742
TiC/Inconel 718,PBF,SLM,125,300,50,50,78,90,1,0.641025641,1.153846154,0.4166666667,166.6666667,50,70,0.391298105,0.1182104439,7377.5,407.25,13.25,2015,0.178,balling,,0,0,0,0,0.3,0,0,0,0.9,0,0,0,0,5.1,52,18.4,17.7,0,4.2,,,,7,https://www.sciencedirect.com/science/article/abs/pii/S0030399215307356,,,,1742
Hastelloy X,PBF,SLM,150,600,,76,132,,3.8,0.5757575758,0,0.25,,20,80,,0.4232434942,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320760,,,,1355
Hastelloy X,PBF,SLM,150,700,,66,127,,3.3,0.5196850394,0,0.2142857143,,20,80,,0.4539379803,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320761,,,,1355
Hastelloy X,PBF,SLM,150,1000,,24,77,,1.2,0.3116883117,0,0.15,,20,80,,0.2404666317,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320762,,,,1355
Hastelloy X,PBF,SLM,200,800,,77,128,,3.85,0.6015625,0,0.25,,20,80,,0.3922919953,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320763,,,,1355
Hastelloy X,PBF,SLM,200,1000,,72,115,,3.6,0.6260869565,0,0.2,,20,80,,0.3936706812,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320764,,,,1355
Hastelloy X,PBF,SLM,200,1300,,28,85,,1.4,0.3294117647,0,0.1538461538,,20,80,,0.2800927037,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320765,,,,1355
Hastelloy X,PBF,SLM,250,1000,,86,132,,4.3,0.6515151515,0,0.25,,20,80,,0.4125618473,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320766,,,,1355
Hastelloy X,PBF,SLM,250,1200,,64,105,,3.2,0.6095238095,0,0.2083333333,,20,80,,0.3138365126,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320767,,,,1355
Hastelloy X,PBF,SLM,250,1600,,45,96,,2.25,0.46875,0,0.15625,,20,80,,0.3472364429,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320768,,,,1355
Hastelloy X,PBF,SLM,300,1200,,98,125,,4.9,0.784,0,0.25,,20,80,,0.3682413184,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320769,,,,1355
Hastelloy X,PBF,SLM,300,1500,,65,125,,3.25,0.52,0,0.2,,20,80,,0.4571406492,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320770,,,,1355
Hastelloy X,PBF,SLM,300,2000,,46,86,,2.3,0.5348837209,0,0.15,,20,80,,0.2892321676,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320771,,,,1355
Hastelloy X,PBF,SLM,150,600,,55,116,,1.375,0.474137931,0,0.25,,40,80,,0.3297019801,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320772,,,,1355
Hastelloy X,PBF,SLM,150,700,,58,118,,1.45,0.4915254237,0,0.2142857143,,40,80,,0.3935717017,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320773,,,,1355
Hastelloy X,PBF,SLM,150,1000,,28,92,,0.7,0.3043478261,0,0.15,,40,80,,0.3396547068,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320774,,,,1355
Hastelloy X,PBF,SLM,200,800,,72,128,,1.8,0.5625,0,0.25,,40,80,,0.3922919953,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320775,,,,1355
Hastelloy X,PBF,SLM,200,1000,,64,116,,1.6,0.5517241379,0,0.2,,40,80,,0.4003938477,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320776,,,,1355
Hastelloy X,PBF,SLM,200,1300,,39,94,,0.975,0.414893617,0,0.1538461538,,40,80,,0.3410364531,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320777,,,,1355
Hastelloy X,PBF,SLM,250,1000,,75,132,,1.875,0.5681818182,0,0.25,,40,80,,0.4125618473,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320778,,,,1355
Hastelloy X,PBF,SLM,250,1200,,66,119,,1.65,0.5546218487,0,0.2083333333,,40,80,,0.4011796318,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320779,,,,1355
Hastelloy X,PBF,SLM,250,1600,,47,112,,1.175,0.4196428571,0,0.15625,,40,80,,0.4703615766,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320780,,,,1355
Hastelloy X,PBF,SLM,300,1200,,90,122,,2.25,0.737704918,0,0.25,,40,80,,0.351074015,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320781,,,,1355
Hastelloy X,PBF,SLM,300,1500,,58,92,,1.45,0.6304347826,0,0.2,,40,80,,0.2500880399,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320782,,,,1355
Hastelloy X,PBF,SLM,300,2000,,39,99,,0.975,0.3939393939,0,0.15,,40,80,,0.3817697098,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320783,,,,1355
Hastelloy X,PBF,SLM,150,600,,63,114,,1.05,0.5526315789,0,0.25,,60,80,,0.318828587,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320784,,,,1355
Hastelloy X,PBF,SLM,150,700,,48,120,,0.8,0.4,0,0.2142857143,,60,80,,0.4066147125,8220,486,9.1,1628,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320785,,,,1355
Hastelloy X,PBF,SLM,150,1000,,27,96,,0.45,0.28125,0,0.15,,60,80,,0.3689875691,8220,486,9.1,1628,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320786,,,,1355
Hastelloy X,PBF,SLM,200,800,,70,126,,1.166666667,0.5555555556,0,0.25,,60,80,,0.3804273592,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320787,,,,1355
Hastelloy X,PBF,SLM,200,1000,,60,106,,1,0.5660377358,0,0.2,,60,80,,0.3357224837,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320788,,,,1355
Hastelloy X,PBF,SLM,200,1300,,35,90,,0.5833333333,0.3888888889,0,0.1538461538,,60,80,,0.3132106998,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320789,,,,1355
Hastelloy X,PBF,SLM,250,1000,,83,123,,1.383333333,0.674796748,0,0.25,,60,80,,0.3592392712,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320790,,,,1355
Hastelloy X,PBF,SLM,250,1200,,58,116,,0.9666666667,0.5,0,0.2083333333,,60,80,,0.3815620232,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320791,,,,1355
Hastelloy X,PBF,SLM,250,1600,,40,112,,0.6666666667,0.3571428571,0,0.15625,,60,80,,0.4703615766,8220,486,9.1,1628,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320792,,,,1355
Hastelloy X,PBF,SLM,300,1200,,98,122,,1.633333333,0.8032786885,0,0.25,,60,80,,0.351074015,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320793,,,,1355
Hastelloy X,PBF,SLM,300,1500,,70,115,,1.166666667,0.6086956522,0,0.2,,60,80,,0.3878544435,8220,486,9.1,1628,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320794,,,,1355
Hastelloy X,PBF,SLM,300,2000,,46,98,,0.7666666667,0.4693877551,0,0.15,,60,80,,0.3741962727,8220,486,9.1,1628,,LOF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,21.75,18.5,0,9,15.5,30,46.4,8,https://www.sciencedirect.com/science/article/abs/pii/S0030399218320795,,,,1355
IN718,PBF,SLM,120,200,500,200,200,,2.857142857,1,,0.6,,70,100,0.2905786722,0.4145482983,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,1.326,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306104,,,,1400
IN718,PBF,SLM,150,200,500,300,,,4.285714286,#DIV/0!,,0.75,,70,100,0.3631650536,,8190,435,11.2,1673,0.178,keyhole,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,1.6575,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306105,,,,1400
IN718,PBF,SLM,320,400,500,300,200,,4.285714286,1.5,,0.8,,70,100,0.3874123244,0.2865793637,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,1.768,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306106,,,,1400
IN718,PBF,SLM,170,400,500,200,175,,2.857142857,1.142857143,,0.425,,70,100,0.2057909398,0.4180209365,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.93925,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306107,,,,1400
IN718,PBF,SLM,250,600,500,200,175,,2.857142857,1.142857143,,0.4166666667,,70,100,0.201749728,0.4127555137,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.9208333333,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306108,,,,1400
IN718,PBF,SLM,340,800,500,200,,,2.857142857,#DIV/0!,,0.425,,70,100,0.2057909398,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.93925,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306109,,,,1400
IN718,PBF,SLM,100,400,500,100,,,1.428571429,#DIV/0!,,0.25,,70,100,0.1210809231,,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.5525,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306110,,,,1400
IN718,PBF,SLM,140,600,500,100,150,,1.428571429,0.6666666667,,0.2333333333,,70,100,0.1129984994,0.5474748029,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.5156666667,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306111,,,,1400
IN718,PBF,SLM,180,800,500,100,,,1.428571429,#DIV/0!,,0.225,,70,100,0.1089572876,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.49725,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306112,,,,1400
IN718,PBF,SLM,200,950,500,100,,,1.428571429,#DIV/0!,,0.2105263158,,70,100,0.1019628826,,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.4652631579,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306113,,,,1400
IN718,PBF,SLM,210,1000,500,100,,,1.428571429,#DIV/0!,,0.21,,70,100,0.1017297357,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.4641,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306114,,,,1400
IN718,PBF,SLM,230,1200,500,100,,,1.428571429,#DIV/0!,,0.1916666667,,70,100,0.0927924404,,8190,435,11.2,1673,0.178,balling,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.4235833333,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306115,,,,1400
IN718,PBF,SLM,100,950,500,50,,,0.7142857143,#DIV/0!,,0.1052631579,,70,100,0.05098144129,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.2326315789,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306116,,,,1400
IN718,PBF,SLM,110,1000,500,50,,,0.7142857143,#DIV/0!,,0.11,,70,100,0.05323519403,,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.2431,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306117,,,,1400
IN718,PBF,SLM,240,800,500,,150,,0,0,,0.3,,70,100,0.1452504783,0.4177031156,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.663,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306118,,,,1400
IN718,PBF,SLM,340,600,500,,200,,0,0,,0.5666666667,,70,100,0.274413825,0.3931323441,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,1.252333333,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306119,,,,1400
IN718,PBF,SLM,125,400,500,,150,,0,0,,0.3125,,70,100,0.151312296,0.4243535766,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.690625,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306120,,,,1400
IN718,PBF,SLM,280,950,500,,150,,0,0,,0.2947368421,,70,100,0.1427635787,0.4212516223,8190,435,11.2,1673,0.178,desirable,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.6513684211,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306121,,,,1400
IN718,PBF,SLM,300,1000,500,,150,,0,0,,0.3,,70,100,0.1452504783,0.4128367436,8190,435,11.2,1673,0.178,balling,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.663,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306122,,,,1400
IN718,PBF,SLM,120,800,500,,100,,0,0,,0.15,,70,100,0.07266409696,0.3821058183,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.3315,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306123,,,,1400
IN718,PBF,SLM,140,950,500,,100,,0,0,,0.1473684211,,70,100,0.07134293156,0.3837151665,8190,435,11.2,1673,0.178,,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.3256842105,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306124,,,,1400
IN718,PBF,SLM,150,1000,500,,100,,0,0,,0.15,,70,100,0.07266409696,0.3756173223,8190,435,11.2,1673,0.178,LOF,,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,55,21,0,0,3.3,0.3315,,,9,https://www.sciencedirect.com/science/article/abs/pii/S2214860419306125,,,,1400
